timestamp,open,high,low,close,volume
2020-01-02,159.22,160.14,158.68,160.03,5270
2020-01-03,159.55,159.84,158.97,159.09,6558
2020-01-06,157.56,158.8,157.48,158.45,6988
2020-01-07,158.79,159.02,157.72,157.98,5881
2020-01-08,158.39,160.7,158.1,160.35,7108
2020-01-09,162.02,162.12,160.96,161.65,6565
2020-01-10,162.24,163.13,161.23,161.31,6705
2020-01-13,161.64,162.96,161.17,162.83,4983
2020-01-14,162.63,163.49,161.96,162.17,7340
2020-01-15,163.1,163.84,162.87,163.11,6948
2020-01-16,164.26,165.61,164.14,165.61,5965
2020-01-17,166.07,166.69,165.33,166.62,6259
2020-01-21,166.81,168.1,166.43,166.6,6365
2020-01-22,167.27,167.41,165.62,165.68,5840
2020-01-23,165.86,166.54,165.48,166.31,6259
2020-01-24,167.18,167.42,164.38,164.52,10172
2020-01-27,161.81,163.27,161.53,162.27,10218
2020-01-28,163.05,165.64,163.05,165.48,7235
2020-01-29,166.89,168.63,165.6,168.21,8878
2020-01-30,173.27,173.49,170.68,173.03,11880
2020-01-31,172.13,172.13,169.49,170.12,12664
2020-02-03,170.83,174.22,170.76,173.98,9386
2020-02-04,176.54,180.54,176.5,179.59,8112
2020-02-05,182.51,182.51,178.34,179.76,11660
2020-02-06,180.46,183.72,180.29,182.91,8584
2020-02-07,182.99,185.51,182.73,183.87,9638
2020-02-10,183.83,188.03,183.82,187.88,8391
2020-02-11,187.81,189.37,183.31,184.43,11828
2020-02-12,184.24,185.06,181.7,183.9,10407
2020-02-13,183.99,186.01,182.75,183.64,11727
2020-02-14,183.21,185.15,182.51,184.64,8719
2020-02-18,185.82,187.21,185.53,186.9,8532
2020-02-19,187.29,187.69,186.45,187.2,5926
2020-02-20,186.69,186.84,181.03,184.49,13165
2020-02-21,181.52,181.75,177.23,178.04,14921
2020-02-24,171.75,174.51,170.64,171.93,19172
2020-02-25,173.87,173.87,167.75,168.3,22703
2020-02-26,171.49,173.21,168.19,170.3,22461
2020-02-27,166.02,166.97,159.99,160.17,29247
2020-02-28,156.04,163.65,153.57,157.52,31963
2020-03-02,164.21,169.11,162.29,168.66,23961
2020-03-03,170.29,174.81,162.26,165.51,28110
2020-03-04,166.51,169.1,165.55,168.76,19620
2020-03-05,167.29,170.83,165.67,166.68,23095
2020-03-06,161.92,162.4,156.0,159.5,26694
2020-03-09,154.98,157.61,151.3,154.23,26175
2020-03-10,156.82,159.2,152.58,158.15,23537
2020-03-11,156.62,157.17,151.12,154.35,19942
2020-03-12,147.05,153.25,141.01,143.06,21653
2020-03-13,144.56,148.19,140.72,148.02,21130
2020-03-16,142.42,149.29,138.73,142.03,19663
2020-03-17,136.52,147.43,134.9,146.12,20637
2020-03-18,140.16,145.85,134.94,137.68,20819
2020-03-19,140.24,150.06,138.95,147.25,23987
2020-03-20,143.77,147.02,137.89,138.99,26191
2020-03-23,138.85,140.52,132.49,134.77,23192
2020-03-24,142.49,149.54,141.26,147.7,20681
2020-03-25,150.62,154.27,144.39,149.98,22164
2020-03-26,151.51,154.18,149.22,153.46,19566
2020-03-27,151.04,154.85,149.17,152.36,18640
2020-03-30,156.04,160.52,156.01,159.53,17228
2020-03-31,158.99,164.67,156.93,159.15,19527
2020-04-01,155.39,157.67,150.75,150.91,17697
2020-04-02,153.67,155.39,150.27,154.01,26538
2020-04-03,156.16,157.29,152.13,152.61,23015
2020-04-06,160.33,163.29,159.52,163.25,13832
2020-04-07,166.88,168.45,164.0,165.47,27370
2020-04-08,165.76,166.14,163.65,164.34,18543
2020-04-09,165.82,167.28,163.26,165.01,21699
2020-04-13,163.5,164.84,162.23,164.8,16072
2020-04-14,169.34,173.62,169.26,173.32,16520
2020-04-15,170.79,173.48,169.18,172.21,18974
2020-04-16,173.75,176.67,172.84,175.93,28270
2020-04-17,177.77,179.76,175.8,177.12,22909
2020-04-20,176.57,178.67,175.57,176.12,18294
2020-04-21,171.0,172.25,166.0,169.05,21638
2020-04-22,172.08,173.52,170.76,173.47,15480
2020-04-23,174.45,174.97,170.84,171.62,44149
2020-04-24,171.7,173.94,170.65,173.91,31379
2020-04-27,175.95,176.11,173.31,174.54,21940
2020-04-28,174.4,174.99,170.11,170.47,33615
2020-04-29,172.38,177.52,172.29,177.43,27311
2020-04-30,177.89,179.79,176.8,178.17,40186
2020-05-01,176.31,178.58,174.37,175.06,35629
2020-05-04,174.64,178.62,174.58,178.48,28203
2020-05-05,180.96,183.57,179.84,180.86,23185
2020-05-06,183.22,184.12,181.58,182.68,28507
2020-05-07,183.67,184.43,182.52,182.97,21384
2020-05-08,184.05,184.9,183.3,184.49,16052
2020-05-11,184.39,187.4,183.99,187.22,17029
2020-05-12,185.93,186.84,183.37,183.59,22665
2020-05-13,181.49,183.97,176.48,178.6,59832
2020-05-14,178.0,179.24,175.59,179.02,52681
2020-05-15,179.1,182.31,176.95,181.46,41880
2020-05-18,184.63,185.96,183.75,185.45,24048
2020-05-19,185.8,186.26,183.92,184.51,25965
2020-05-20,184.88,185.72,183.91,185.69,22770
2020-05-21,186.24,186.63,183.34,184.15,28123
2020-05-22,182.78,184.43,182.52,183.13,19019
2020-05-26,185.0,185.37,181.21,181.27,9638
2020-05-27,179.11,181.43,176.57,181.41,19648
2020-05-28,181.41,184.1,180.36,182.25,13640
2020-05-29,182.53,184.18,180.38,184.12,21440
2020-06-01,181.61,182.96,181.49,182.18,8810
2020-06-02,182.94,183.9,181.33,183.9,9957
2020-06-03,183.81,185.35,183.54,185.3,7484
2020-06-04,184.89,185.8,182.34,182.72,11087
2020-06-05,184.28,187.69,183.83,186.95,12705
2020-06-08,185.57,188.24,184.42,188.1,7803
2020-06-09,187.93,190.66,187.23,190.1,9448
2020-06-10,192.18,198.49,191.67,198.23,17059
2020-06-11,192.47,195.73,186.76,188.34,30687
2020-06-12,190.75,191.67,185.18,187.25,38787
2020-06-15,185.99,190.79,185.37,189.06,26028
2020-06-16,192.61,195.54,191.44,192.42,27088
2020-06-17,194.99,196.28,193.64,194.29,13530
2020-06-18,195.09,196.42,194.21,195.7,12584
2020-06-19,198.97,199.23,194.31,196.46,16358
2020-06-22,195.56,200.13,195.56,199.94,11396
2020-06-23,202.72,203.87,201.65,202.43,11112
2020-06-24,202.84,203.04,196.51,198.41,26784
2020-06-25,197.95,199.58,195.4,199.27,20592
2020-06-26,198.53,198.73,194.83,197.49,25469
2020-06-29,194.18,198.12,193.48,197.71,16981
2020-06-30,198.89,202.46,198.69,202.45,13476
2020-07-01,202.33,206.28,201.95,205.95,14482
2020-07-02,206.35,207.94,206.0,207.11,13175
2020-07-06,208.79,211.04,208.02,210.75,13058
2020-07-07,210.55,214.58,209.7,209.76,14279
2020-07-08,211.15,213.18,208.63,212.41,16069
2020-07-09,214.96,215.67,211.41,213.74,20323
2020-07-10,211.97,213.62,211.01,213.03,13277
2020-07-13,214.57,215.72,208.0,209.25,20530
2020-07-14,206.43,208.18,201.96,207.2,34164
2020-07-15,209.44,211.24,205.0,207.47,24875
2020-07-16,205.38,205.58,202.25,204.15,18048
2020-07-17,203.96,203.97,201.33,202.92,12642
2020-07-20,203.49,211.83,202.94,211.61,14088
2020-07-21,211.01,212.59,208.4,209.08,19802
2020-07-22,210.0,211.66,208.33,211.35,14685
2020-07-23,208.88,210.81,202.15,203.06,27974
2020-07-24,198.12,202.8,197.46,201.42,25638
2020-07-27,202.33,203.9,200.81,203.74,15325
2020-07-28,202.9,204.6,202.19,202.29,14078
2020-07-29,202.18,204.58,201.96,204.25,11770
2020-07-30,201.1,204.38,199.51,203.68,17842
2020-07-31,201.81,204.23,198.96,203.17,22819
2020-08-03,213.07,217.52,211.31,216.74,16683
2020-08-04,212.41,214.08,210.24,211.86,13261
2020-08-05,213.09,214.31,212.0,212.1,9507
2020-08-06,212.2,216.28,211.48,215.48,10877
2020-08-07,214.15,215.62,210.87,212.11,16046
2020-08-10,209.91,209.91,206.25,207.33,16326
2020-08-11,204.55,207.54,203.73,204.48,19377
2020-08-12,205.85,210.18,205.0,209.1,13501
2020-08-13,210.85,211.24,208.06,208.69,14418
2020-08-14,209.06,209.24,207.39,207.96,12565
2020-08-17,208.8,210.94,208.7,210.0,7434
2020-08-18,211.58,211.94,208.79,211.36,9562
2020-08-19,211.28,212.06,209.41,210.33,12216
2020-08-20,210.07,214.95,209.89,214.84,9768
2020-08-21,214.15,216.2,212.9,213.12,10245
2020-08-24,214.52,215.48,212.4,213.3,14235
2020-08-25,213.92,216.47,213.57,216.01,10555
2020-08-26,217.92,222.04,217.53,220.65,13149
2020-08-27,220.48,231.08,220.48,227.69,24394
2020-08-28,228.93,230.31,226.55,228.7,12491
2020-08-31,227.77,228.63,224.3,226.06,10987
2020-09-01,225.28,226.9,224.57,226.68,10449
2020-09-02,229.54,232.81,228.25,232.07,17259
2020-09-03,227.04,227.45,214.95,217.03,29811
2020-09-04,216.54,218.29,205.18,215.1,40616
2020-09-08,206.95,209.97,203.15,203.76,28299
2020-09-09,206.76,214.78,206.75,211.74,21497
2020-09-10,213.28,213.33,204.09,206.35,23347
2020-09-11,206.3,208.48,201.21,204.05,22062
2020-09-14,205.78,209.14,204.8,206.58,18439
2020-09-15,209.14,209.59,206.9,207.53,13298
2020-09-16,208.97,209.36,204.85,205.63,18069
2020-09-17,202.09,204.26,199.95,202.09,27627
2020-09-18,202.36,203.05,196.22,199.84,27197
2020-09-21,197.27,201.37,196.34,201.29,31011
2020-09-22,203.7,207.47,202.04,207.39,20270
2020-09-23,206.12,206.57,200.53,201.72,23528
2020-09-24,200.32,205.53,200.29,202.97,29451
2020-09-25,203.27,209.0,202.52,208.09,19213
2020-09-28,211.94,212.27,208.03,209.42,16245
2020-09-29,209.43,210.03,206.79,207.61,13584
2020-09-30,207.12,211.92,206.5,209.77,20656
2020-10-01,213.0,213.51,211.3,212.23,18464
2020-10-02,209.57,210.95,205.53,207.37,25591
2020-10-05,207.52,210.25,207.38,209.9,9378
2020-10-06,209.18,210.12,204.82,205.76,18971
2020-10-07,207.84,209.95,206.69,209.42,11643
2020-10-08,209.95,211.15,208.29,209.98,11706
2020-10-09,212.14,215.46,212.14,215.4,10227
2020-10-12,219.23,223.81,216.77,221.81,15591
2020-10-13,221.82,225.04,220.42,224.26,19129
2020-10-14,223.84,224.17,219.09,221.69,16667
2020-10-15,218.05,220.3,216.4,220.07,16463
2020-10-16,220.05,222.24,219.7,220.25,12681
2020-10-19,221.81,222.24,213.69,214.55,18495
2020-10-20,215.26,217.31,213.07,215.57,17672
2020-10-21,214.83,216.88,213.67,215.68,17745
2020-10-22,215.2,215.62,211.69,215.15,16584
2020-10-23,213.76,216.11,213.13,216.08,12511
2020-10-26,214.92,216.29,208.07,209.3,18894
2020-10-27,211.12,214.58,210.29,214.54,13804
2020-10-28,207.62,207.94,203.99,204.43,23906
2020-10-29,204.06,207.32,203.33,206.04,20088
2020-10-30,203.86,203.97,199.61,201.26,29106
2020-11-02,204.8,205.22,200.1,200.61,21173
2020-11-03,203.92,208.06,203.49,207.29,16875
2020-11-04,213.23,218.26,212.39,216.4,22093
2020-11-05,223.05,224.05,221.47,222.45,15831
2020-11-06,219.16,224.13,218.0,223.89,14504
2020-11-09,224.35,228.06,220.51,221.15,30668
2020-11-10,214.5,214.71,209.69,211.01,26229
2020-11-11,214.12,218.0,213.85,216.95,14234
2020-11-12,218.49,219.06,214.7,215.15,18448
2020-11-13,216.33,217.36,214.13,217.3,11629
2020-11-16,215.22,217.67,215.22,216.47,11958
2020-11-17,217.0,217.39,214.04,214.52,10272
2020-11-18,214.41,215.11,211.79,212.04,10638
2020-11-19,210.29,212.95,209.89,212.7,10586
2020-11-20,211.52,213.24,211.01,211.43,7657
2020-11-23,211.65,212.26,208.14,210.32,13192
2020-11-24,209.42,214.2,208.83,212.92,10662
2020-11-25,214.5,214.79,212.43,214.25,9395
2020-11-27,214.58,216.21,214.06,215.33,4635
2020-11-30,213.2,214.41,210.81,213.02,12856
2020-12-01,213.61,217.26,213.34,215.91,9812
2020-12-02,213.75,215.37,212.75,214.95,9905
2020-12-03,214.73,216.34,213.95,214.47,9251
2020-12-04,214.3,215.33,213.14,213.58,6614
2020-12-07,215.35,215.47,212.96,213.42,6847
2020-12-08,213.52,216.92,212.85,216.05,8057
2020-12-09,214.23,214.66,211.18,211.9,15975
2020-12-10,212.16,213.02,210.33,211.33,11436
2020-12-11,209.82,213.11,209.08,212.59,12650
2020-12-14,214.0,216.16,213.78,214.03,10622
2020-12-15,213.96,214.31,212.22,213.99,9309
2020-12-16,214.87,220.06,214.87,219.85,9061
2020-12-17,220.44,220.58,217.89,218.73,7189
2020-12-18,218.6,218.79,216.01,217.66,9297
2020-12-21,220.01,223.95,217.26,222.14,12856
2020-12-22,223.56,225.58,222.92,223.57,10746
2020-12-23,222.56,223.31,221.93,222.27,7064
2020-12-24,222.85,223.55,221.23,222.25,3839
2020-12-28,223.87,225.96,222.99,225.16,6870
2020-12-29,226.99,227.12,223.54,224.59,8636
2020-12-30,223.42,223.73,221.6,222.04,5687
2020-12-31,222.21,222.44,219.63,219.97,3682
2021-01-04,219.96,220.88,214.79,217.49,17503
2021-01-05,217.81,218.48,215.94,217.69,10127
2021-01-06,213.02,216.43,212.4,213.44,17858
2021-01-07,215.46,219.3,215.28,219.0,9281
2021-01-08,219.84,220.52,217.01,219.78,13357
2021-01-11,217.91,218.87,216.79,217.58,11403
2021-01-12,215.93,216.05,213.27,215.11,10911
2021-01-13,214.4,216.7,214.07,216.64,8708
2021-01-14,216.43,216.49,213.48,214.08,8561
2021-01-15,213.94,214.33,212.02,213.09,12972
2021-01-19,213.61,216.93,212.6,216.25,8854
2021-01-20,220.36,225.73,219.96,225.33,10400
2021-01-21,222.78,226.24,222.4,225.99,9837
2021-01-22,227.49,230.02,226.49,226.9,10173
2021-01-25,228.84,229.14,224.23,228.42,18452
2021-01-26,231.06,234.12,230.06,232.7,13884
2021-01-27,234.11,240.39,230.1,232.08,31275
2021-01-28,230.6,242.59,229.16,238.71,25963
2021-01-29,234.99,237.96,231.33,233.08,27703
2021-02-01,234.48,242.45,232.43,240.14,20669
2021-02-02,241.41,242.27,238.66,240.54,13632
2021-02-03,240.66,245.04,238.81,243.9,14089
2021-02-04,243.76,244.03,240.32,241.22,11982
2021-02-05,242.3,243.21,240.4,241.44,10658
2021-02-08,243.38,243.57,240.77,241.64,10097
2021-02-09,241.76,244.71,241.05,244.4,9349
2021-02-10,244.73,245.87,240.86,242.35,15958
2021-02-11,243.62,245.03,242.14,243.65,11736
2021-02-12,243.59,244.74,242.69,244.09,8021
2021-02-16,245.46,246.06,242.88,243.43,11327
2021-02-17,243.11,243.99,240.43,243.79,11449
2021-02-18,242.6,243.77,240.83,243.63,11549
2021-02-19,243.85,244.58,240.14,241.04,12033
2021-02-22,236.97,237.81,232.37,234.94,15030
2021-02-23,230.11,234.78,228.7,233.76,26585
2021-02-24,233.2,235.13,228.97,234.4,21050
2021-02-25,233.29,234.52,227.84,229.11,29044
2021-02-26,228.45,235.16,226.97,234.06,30145
2021-03-01,235.43,237.24,233.11,236.7,13688
2021-03-02,235.81,237.34,233.42,234.71,18028
2021-03-03,234.95,235.45,227.27,227.81,22568
2021-03-04,226.15,232.44,224.22,226.34,40576
2021-03-05,226.01,233.22,224.92,232.15,33806
2021-03-08,227.0,233.32,226.42,229.31,29891
2021-03-09,231.94,235.34,231.45,234.48,15631
2021-03-10,233.23,236.87,232.14,232.56,26390
2021-03-11,236.07,239.13,233.82,237.56,15046
2021-03-12,232.71,235.68,232.28,235.52,16943
2021-03-15,236.34,236.5,231.77,233.65,12002
2021-03-16,235.4,240.01,235.1,238.65,14237
2021-03-17,237.12,238.49,233.2,237.09,19546
2021-03-18,234.74,235.69,230.5,230.89,16996
2021-03-19,232.4,232.41,229.31,231.29,16369
2021-03-22,232.12,236.85,229.97,236.09,11646
2021-03-23,235.19,241.0,235.19,237.73,17310
2021-03-24,239.51,239.51,235.29,236.08,17229
2021-03-25,235.7,236.88,231.53,233.01,21304
2021-03-26,232.91,235.39,230.38,235.0,17634
2021-03-29,235.62,236.72,231.84,235.02,15867
2021-03-30,233.68,234.09,231.06,231.89,13114
2021-03-31,232.22,239.02,232.13,236.88,13569
2021-04-01,238.08,242.05,237.94,241.97,12357
2021-04-05,242.6,249.92,241.82,248.29,13416
2021-04-06,247.8,249.35,246.85,248.02,11768
2021-04-07,248.44,250.88,247.12,249.47,10367
2021-04-08,251.88,254.08,251.54,253.18,11214
2021-04-09,252.58,255.45,251.91,255.15,9670
2021-04-12,256.42,257.62,254.43,256.31,11655
2021-04-13,256.33,259.13,255.37,258.33,11262
2021-04-14,259.22,259.64,255.12,255.7,13010
2021-04-15,256.7,259.88,256.7,259.22,10474
2021-04-16,259.37,260.8,257.58,260.71,10346
2021-04-19,261.23,261.43,257.79,258.78,14023
2021-04-20,257.92,260.14,256.81,258.33,14311
2021-04-21,257.82,260.29,257.2,260.0,11470
2021-04-22,259.85,261.7,255.62,256.97,16158
2021-04-23,257.87,261.46,257.25,261.15,9609
2021-04-26,260.66,262.39,260.14,261.45,8969
2021-04-27,261.68,262.7,260.08,262.67,10523
2021-04-28,256.05,256.58,252.93,254.74,15656
2021-04-29,255.55,256.05,249.04,252.63,14444
2021-04-30,250.88,253.04,249.2,251.9,12954
2021-05-03,252.46,254.3,251.08,251.49,11355
2021-05-04,251.42,251.43,245.73,246.94,16887
2021-05-05,248.85,249.44,245.78,246.77,11495
2021-05-06,246.66,248.62,244.64,248.39,15372
2021-05-07,250.05,254.26,249.7,252.72,13897
2021-05-10,251.17,251.68,247.4,248.33,12691
2021-05-11,243.77,246.54,242.55,245.27,19166
2021-05-12,244.77,245.65,238.48,239.21,18960
2021-05-13,238.53,245.55,238.06,244.49,18458
2021-05-14,245.83,249.13,244.87,248.54,9654
2021-05-17,247.59,247.69,243.48,244.68,14619
2021-05-18,246.88,246.91,243.75,244.76,10259
2021-05-19,239.09,243.02,238.39,241.63,19605
2021-05-20,241.92,247.9,241.76,246.93,10191
2021-05-21,247.07,248.26,244.92,245.29,10895
2021-05-24,246.37,251.09,245.87,250.69,7103
2021-05-25,252.0,252.62,250.79,251.28,9523
2021-05-26,251.9,252.8,250.77,251.0,6555
2021-05-27,249.54,251.41,249.32,249.95,7618
2021-05-28,250.3,252.03,250.15,250.48,6813
2021-06-01,251.02,251.35,247.62,247.74,8794
2021-06-02,247.01,249.21,245.8,246.81,8388
2021-06-03,247.26,247.45,242.96,245.26,12328
2021-06-04,246.05,251.61,245.07,250.76,7783
2021-06-07,249.26,253.16,249.26,252.78,8244
2021-06-08,254.18,255.95,252.52,252.97,9380
2021-06-09,253.16,255.47,252.88,253.61,8224
2021-06-10,252.73,257.42,251.35,256.68,9603
2021-06-11,257.16,258.43,256.57,257.42,7652
2021-06-14,258.43,258.76,256.77,258.76,6631
2021-06-15,259.75,260.3,257.64,258.34,7939
2021-06-16,258.54,260.53,254.39,257.93,15351
2021-06-17,255.49,261.7,255.26,261.41,12518
2021-06-18,260.78,262.24,258.44,260.93,16076
2021-06-21,260.81,263.47,257.89,262.28,12652
2021-06-22,262.54,265.75,262.3,265.38,10011
2021-06-23,265.79,266.77,264.4,265.47,8133
2021-06-24,266.64,267.8,265.41,266.55,7647
2021-06-25,267.3,267.33,264.72,265.47,6458
2021-06-28,266.02,268.52,265.83,268.01,6789
2021-06-29,268.65,271.6,267.95,271.17,6706
2021-06-30,270.6,271.31,269.57,270.6,7155
2021-07-01,270.74,271.09,269.4,270.93,7292
2021-07-02,271.8,277.94,271.77,277.54,7057
2021-07-06,277.85,279.31,274.3,277.15,12570
2021-07-07,278.8,280.65,278.08,280.08,11644
2021-07-08,276.13,278.61,274.82,277.23,15443
2021-07-09,276.59,277.82,275.27,277.19,8891
2021-07-12,278.39,279.62,276.54,277.14,8530
2021-07-13,278.18,282.8,276.43,281.31,11658
2021-07-14,282.04,283.59,280.54,283.0,11772
2021-07-15,283.5,283.56,279.8,280.37,15256
2021-07-16,280.89,284.04,279.44,281.4,13688
2021-07-19,280.6,280.61,275.2,276.09,22136
2021-07-20,278.16,280.91,276.22,280.4,12681
2021-07-21,279.53,280.92,278.08,280.53,8124
2021-07-22,282.31,286.37,282.01,285.68,10177
2021-07-23,287.86,289.82,286.52,289.44,8418
2021-07-26,290.08,290.26,286.6,288.73,9666
2021-07-27,288.8,289.75,282.9,286.15,15827
2021-07-28,287.52,291.71,283.81,286.5,22772
2021-07-29,286.37,288.56,285.35,286.94,11643
2021-07-30,284.29,286.63,283.86,284.86,11615
2021-08-02,286.23,286.62,283.71,284.97,11309
2021-08-03,285.19,287.09,284.17,286.68,13076
2021-08-04,287.21,287.54,284.61,286.95,12438
2021-08-05,286.62,289.0,286.05,288.98,8508
2021-08-06,289.93,289.93,287.59,288.72,9224
2021-08-09,289.99,291.48,287.77,288.41,8086
2021-08-10,289.22,289.28,285.17,286.0,10088
2021-08-11,285.29,288.6,285.29,286.67,10294
2021-08-12,286.7,289.8,286.13,289.54,7819
2021-08-13,289.56,292.34,288.64,292.29,7170
2021-08-16,292.42,294.53,289.99,294.01,11392
2021-08-17,293.93,294.3,291.04,292.83,15143
2021-08-18,292.23,294.77,291.6,292.56,11560
2021-08-19,288.9,297.42,288.07,296.65,18243
2021-08-20,295.76,305.79,295.76,304.86,14651
2021-08-23,305.28,305.33,301.77,304.84,9827
2021-08-24,305.22,305.52,301.96,303.03,8329
2021-08-25,303.27,304.48,300.38,302.22,8671
2021-08-26,301.51,302.37,299.57,299.66,11188
2021-08-27,300.19,300.81,296.79,299.85,9280
2021-08-30,301.3,304.17,300.38,303.34,8205
2021-08-31,304.35,304.79,302.3,303.31,10021
2021-09-01,303.08,305.13,302.34,302.52,8449
2021-09-02,302.37,303.31,300.14,300.82,9087
2021-09-03,301.56,302.55,300.2,301.1,8452
2021-09-07,300.72,301.16,298.17,299.74,8478
2021-09-08,299.92,300.45,297.44,299.02,11397
2021-09-09,299.58,302.08,297.21,297.78,10529
2021-09-10,298.33,299.86,296.27,296.63,11938
2021-09-13,296.64,298.48,294.06,296.17,16844
2021-09-14,297.27,301.34,296.41,299.84,12738
2021-09-15,303.48,305.26,301.8,305.05,14094
2021-09-16,304.47,304.96,300.72,304.86,12198
2021-09-17,304.76,305.79,299.54,300.53,14661
2021-09-20,296.57,298.67,289.49,292.21,22883
2021-09-21,296.0,297.5,294.03,295.95,19106
2021-09-22,295.69,300.17,294.49,299.0,18726
2021-09-23,300.97,301.13,297.48,299.98,12426
2021-09-24,297.85,299.61,296.89,299.49,10695
2021-09-27,298.32,298.47,292.91,294.79,14164
2021-09-28,289.31,290.72,284.34,284.96,22397
2021-09-29,286.23,286.75,282.96,284.5,18434
2021-09-30,285.38,287.77,281.85,282.94,21658
2021-10-01,280.16,289.25,279.99,288.93,19230
2021-10-04,287.08,288.22,280.22,282.72,22345
2021-10-05,283.92,290.34,283.18,289.16,14429
2021-10-06,283.95,292.79,283.81,292.05,21709
2021-10-07,295.59,296.59,293.88,294.97,12020
2021-10-08,294.49,297.1,293.72,294.59,15767
2021-10-11,293.24,297.92,291.53,295.12,13683
2021-10-12,294.79,295.93,292.51,292.59,17181
2021-10-13,294.75,297.22,292.86,295.71,16151
2021-10-14,298.36,302.42,297.81,302.42,10462
2021-10-15,303.2,304.39,300.49,303.6,10062
2021-10-18,302.37,307.65,301.94,306.48,10321
2021-10-19,308.21,309.25,307.21,308.08,8594
2021-10-20,309.25,309.73,306.08,307.24,10094
2021-10-21,307.13,310.71,306.34,310.33,8818
2021-10-22,310.91,311.22,307.78,309.33,13106
2021-10-25,309.57,309.67,306.44,308.23,9898
